,city,district,neighborhood,square_meter,gold_gr,type,total_gold
158,İstanbul,Arnavutköy,Terkos Mah.,1500.0,3.1492426071529795,3,4723.863910729469
159,İstanbul,Beykoz,Görele Mah.,1111.0,9.153401667205069,3,10169.429252264828
161,İstanbul,Çatalca,Çanakça Mah.,854.0,1.3828641424852075,2,1180.965977682367
162,İstanbul,Küçükçekmece,Yarımburgaz Mah.,750.0,5.511174562517715,1,4133.380921888286
163,İstanbul,Beykoz,Riva Mah.,704.0,7.455593293449288,3,5248.737678588299
166,İstanbul,Silivri,İsmetpaşa Mah.,693.0,1.514787208827792,3,1049.74753571766
167,İstanbul,Çatalca,Çiftlikköy Mah.,350.0,0.5848593413284104,2,204.70076946494365
168,İstanbul,Çatalca,Fatih Mah.,760.0,0.7251545476996992,2,551.1174562517714
169,İstanbul,Pendik,Sülüntepe Mah.,72.0,8.383400458856311,3,603.6048330376544
170,İstanbul,Büyükçekmece,Kamiloba Mah.,333.0,1.0008854131842553,2,333.294842590357
172,İstanbul,Pendik,Dumlupınar Mah.,196.0,10.711709548139387,3,2099.49507143532
173,İstanbul,Silivri,Beyciler Mah.,285.0,0.7827064959298342,2,223.0713513400028
174,İstanbul,Şile,Alacalı Mah.,737.0,4.807188511597153,3,3542.897933047102
175,İstanbul,Beylikdüzü,Dereağzı Mah.,1143.0,7.347314335731653,3,8397.98028574128
176,İstanbul,Silivri,Fevzipaşa Mah.,2250.0,1.2247054583372698,2,2755.5872812588573
177,İstanbul,Büyükçekmece,Kamiloba Mah.,442.0,4.720301419092419,3,2086.373227238849
178,İstanbul,Arnavutköy,Nenehatun Mah.,350.0,8.248016352067328,3,2886.8057232235647
179,İstanbul,Şile,Bozgoca Mah.,1396.0,2.161908427785295,3,3018.024165188272
182,İstanbul,Silivri,Kadıköy Mah.,1050.0,0.7498196683697571,2,787.310651788245
183,İstanbul,Çatalca,Çanakça Mah.,670.0,1.171173556640225,2,784.6862829489507
184,İstanbul,Sultanbeyli,Adil Mah.,267.0,6.364340162707722,3,1699.2788234429618
185,İstanbul,Silivri,Büyük Çavuşlu Mah.,1000.0,2.1782261366141444,3,2178.2261366141443
186,İstanbul,Çatalca,Kaleiçi Mah.,1214.0,5.72864697210008,3,6954.577424129497
189,İstanbul,Şile,Çavuş Mah.,402.0,5.549038590547331,3,2230.7135134000278
190,İstanbul,Silivri,Selimpaşa Mah.,1270.0,2.169753764770753,3,2755.587281258857
191,İstanbul,Pendik,Ramazanoğlu Mah.,246.0,8.26782866037791,1,2033.885850452966
192,İstanbul,Silivri,Selimpaşa Mah.,370.0,10.63933313227358,1,3936.553258941224
193,İstanbul,Arnavutköy,Baklalı Mah.,1000.0,1.705839745541197,1,1705.839745541197
194,İstanbul,Şile,Kumbaba Mah.,225.0,10.205878819477247,3,2296.322734382381
197,İstanbul,Çatalca,İzzettin Mah.,286.0,1.9269841127684315,3,551.1174562517714
198,İstanbul,Silivri,Sancaktepe Mah.,500.0,2.230713513400027,3,1115.3567567000136
199,İstanbul,Şile,Yaylalı Mah.,1766.0,1.4860525703817382,3,2624.36883929415
201,İstanbul,Silivri,Balaban Mah.,533.0,2.5603598432138046,3,1364.6717964329578
202,İstanbul,Eyüpsultan,Nişancı Mah.,196.0,14.460807889988171,3,2834.318346437682
203,İstanbul,Silivri,Balaban Mah.,328.0,3.000421691266177,3,984.138314735306
204,İstanbul,Arnavutköy,İmrahor Mah.,500.0,3.018024165188272,3,1509.012082594136
205,İstanbul,Beykoz,Yavuz Selim Mah.,473.0,7.906396608867153,3,3739.725595994164
206,İstanbul,Silivri,Çeltik Mah.,663.0,0.6333318465868235,1,419.899014287064
207,İstanbul,Silivri,Balaban Mah.,250.0,0.7873106517882449,0,196.8276629470612
208,İstanbul,Silivri,Balaban Mah.,258.0,1.195206738825824,1,308.3633386170626
209,İstanbul,Büyükçekmece,Celaliye Mah.,907.0,4.528265968572596,3,4107.137233495344
210,İstanbul,Büyükçekmece,Türkoba Mah.,200.0,1.016942925226483,1,203.3885850452966
211,İstanbul,Arnavutköy,Sazlıbosna Mah.,290.0,1.3574321582555946,3,393.6553258941224
212,İstanbul,Ümraniye,Hekimbaşı Mah.,280.0,8.201152622794218,3,2296.322734382381
213,İstanbul,Şile,Göçe Mah.,634.0,4.139383027277838,1,2624.368839294149
214,İstanbul,Şile,Bucaklı Mah.,1015.0,1.6159906645899935,1,1640.2305245588434
215,İstanbul,Beykoz,İshaklı Mah.,1700.0,6.483734779432605,3,11022.349125035427
216,İstanbul,Silivri,Yeni Mah.,239.0,4.062830420664583,3,971.0164705388354
